temperature_c,wind_speed_mps,solar_radiation_wm2,battery_level_percent,hour,solar_power_kwh,wind_power_kwh,energy_demand_kwh
-39.49,10.93,461.58,78.82,12,105.94,27.41,161.25
-18.48,0.55,183.74,83.79,13,46.19,5.27,106.38
-44.92,0.6,0.0,41.55,23,9.41,0.0,131.36
-37.87,32.08,0.0,91.0,18,0.0,93.36,163.23
-43.84,24.72,0.0,30.98,6,0.0,65.24,160.19
-38.32,10.81,0.0,46.91,2,2.77,25.3,120.36
-37.75,4.64,146.43,66.94,14,36.95,20.29,166.7
-29.49,17.91,0.0,28.23,22,3.24,44.07,115.85
-28.91,0.19,313.66,78.41,13,73.32,6.67,130.6
-10.03,32.84,195.55,50.98,10,48.53,95.47,82.99
-24.6,14.52,394.4,82.75,14,87.58,41.22,130.86
-16.06,14.08,180.49,59.43,12,38.86,28.07,108.8
-40.83,13.67,82.97,34.47,17,12.78,47.19,149.61
-35.98,2.43,0.0,78.78,5,0.0,1.19,129.93
-16.88,22.34,0.0,40.17,2,0.0,68.27,62.21
-42.89,25.66,0.0,59.26,18,0.0,67.7,153.94
-25.54,23.66,381.3,26.04,14,83.73,61.62,117.66
-21.03,4.85,0.0,69.43,22,0.0,17.59,77.89
-20.91,20.26,0.0,73.27,4,4.45,59.96,81.62
-44.08,19.93,243.06,50.29,9,55.18,48.93,162.88
-32.12,30.39,0.0,96.35,6,0.0,93.71,114.6
-19.54,13.27,150.4,89.93,16,33.84,35.92,99.97
-39.04,13.0,0.0,76.64,6,0.0,36.81,139.05
-17.18,21.65,0.0,77.09,21,0.0,58.84,94.74
-15.16,22.16,414.1,40.19,11,88.57,55.43,108.05
-5.72,16.42,220.76,72.55,16,47.8,50.39,93.73
-36.61,15.51,495.02,35.86,12,109.47,45.17,163.2
-11.99,17.3,0.0,31.52,19,0.58,43.61,76.48
-24.19,30.14,0.0,99.96,3,0.0,90.06,96.69
-30.06,16.14,190.02,69.79,9,41.48,45.52,128.4
-40.1,32.9,0.0,54.48,2,0.0,92.58,133.33
-15.58,17.64,82.19,43.05,8,4.45,60.05,92.2
-35.57,33.22,410.69,68.31,12,102.65,83.37,143.33
-30.14,29.15,79.22,23.97,17,14.23,71.89,140.3
-42.5,12.69,135.97,27.57,14,26.94,27.16,167.43
-12.95,30.23,0.0,22.63,3,0.0,86.83,61.59
-14.34,3.85,247.35,59.93,14,50.19,8.63,98.94
-15.66,32.38,0.0,68.05,21,0.0,88.99,74.09
-33.02,22.11,0.0,25.0,1,5.41,56.25,100.63
-38.06,1.9,317.59,77.7,14,69.09,15.31,151.3
-19.5,22.55,82.33,38.43,7,16.82,75.15,99.88
-25.15,34.1,98.76,74.82,7,26.53,100.87,109.84
-37.87,2.44,113.35,98.55,16,22.84,0.0,146.54
-17.56,19.41,183.04,75.29,11,40.35,51.43,120.18
-5.35,26.17,0.0,90.66,18,0.0,78.24,60.0
-15.11,28.36,226.02,95.86,9,56.46,79.13,98.69
-15.4,14.48,79.7,58.94,8,21.73,45.96,91.4
-6.99,7.15,0.0,76.19,4,0.0,27.51,60.0
-36.88,1.48,0.0,88.16,5,0.0,15.59,129.05
-22.38,20.29,0.0,48.53,19,0.0,52.88,101.48
-5.81,15.85,0.0,40.91,1,0.0,44.87,60.0
-38.39,33.21,0.0,95.73,23,0.0,90.34,129.81
-16.99,2.12,431.96,78.1,12,99.36,0.0,124.01
-21.57,23.99,0.0,37.57,5,0.0,71.38,88.59
-21.54,0.87,0.0,55.93,4,7.59,5.82,99.83
-17.09,6.0,0.0,83.72,0,1.69,13.52,64.88
-7.82,15.88,0.0,63.77,20,0.0,34.88,65.66
-13.7,15.92,0.0,72.0,21,0.0,42.27,71.42
-42.75,24.0,0.0,80.3,20,0.0,71.59,148.21
-10.89,31.86,0.0,69.76,5,0.0,97.23,73.58
-35.98,22.37,0.0,63.21,5,0.0,58.36,116.95
-29.92,33.37,0.0,79.97,22,1.01,100.08,112.36
-26.53,30.86,111.53,78.21,15,23.27,90.14,124.91
-25.76,20.46,0.0,70.39,3,2.96,59.77,88.55
-27.59,29.18,231.04,48.78,10,50.68,73.94,127.33
-7.51,22.49,0.0,52.46,23,0.0,55.47,60.0
-16.76,2.75,0.0,97.64,22,8.01,2.72,85.59
-19.75,25.92,204.18,28.99,8,45.81,70.62,101.66
-43.01,3.32,0.0,41.48,22,0.0,20.1,135.62
-8.84,20.79,0.0,59.39,2,0.0,54.24,60.0
-8.62,24.59,0.0,86.94,18,0.0,73.48,90.8
-13.79,2.33,102.31,33.09,7,25.59,3.74,96.49
-44.72,8.08,0.0,42.16,4,2.84,25.46,150.46
-42.71,32.05,0.0,25.26,3,6.29,89.36,131.69
-35.99,21.57,0.0,76.48,23,1.92,61.46,108.66
-39.75,8.62,0.0,39.06,5,0.0,26.35,132.32
-29.05,24.17,0.0,51.09,1,2.04,66.18,102.43
-8.1,20.89,0.0,55.5,19,0.0,60.74,78.32
-26.12,17.56,183.98,91.31,10,43.94,56.57,126.68
-44.46,34.17,0.0,52.91,3,5.34,91.15,128.01
-33.69,23.92,385.15,31.62,14,84.06,74.09,141.22
-43.22,13.14,0.0,61.95,5,7.03,35.2,135.07
-43.55,28.0,0.0,97.04,21,4.75,76.17,145.12
-33.97,30.96,108.55,68.61,16,23.95,90.89,145.97
-33.98,4.38,0.0,98.67,23,2.68,10.22,118.72
-13.51,7.02,0.0,87.29,5,1.22,21.57,77.13
-6.01,7.57,0.0,22.88,18,0.09,22.55,60.0
-30.15,24.19,0.0,72.67,1,7.65,55.23,88.52
-27.84,21.11,155.45,42.94,14,36.27,61.61,131.51
-11.21,21.66,237.84,64.77,10,48.96,52.0,92.17
-34.27,32.93,100.46,42.35,7,17.99,84.01,139.42
-38.74,27.16,0.0,47.91,18,0.0,78.25,144.51
-10.88,4.48,439.69,93.85,12,98.69,15.76,87.52
-43.14,12.16,395.02,36.53,11,85.54,41.28,169.79
-20.21,15.24,0.0,89.93,4,1.33,36.14,85.6
-22.52,13.86,0.0,22.44,5,3.75,34.36,91.33
-31.16,23.43,0.0,27.27,21,8.11,68.39,100.64
-32.39,31.22,0.0,88.37,3,0.0,94.76,110.35
-14.13,10.71,0.0,70.44,18,0.0,31.14,91.58
-41.54,19.32,0.0,79.78,19,7.17,48.83,137.42
-35.53,27.63,0.0,36.75,0,0.0,86.4,120.73
-15.7,14.57,0.0,62.97,19,0.0,39.22,93.78
-23.07,5.88,237.5,78.98,16,59.32,15.08,117.87
-39.88,16.62,394.64,70.19,11,91.09,37.92,157.42
-9.71,1.93,222.74,57.74,14,50.94,9.75,100.32
-29.26,32.98,0.0,96.78,0,0.0,97.46,103.93
-11.89,2.62,380.25,74.09,13,82.7,3.1,92.54
-13.49,15.35,0.0,92.62,5,0.0,53.49,73.1
-20.02,18.55,0.0,78.38,4,0.0,48.42,89.77
-25.22,34.49,291.23,78.84,10,63.88,100.32,105.95
-5.82,5.81,0.0,26.4,3,0.0,17.61,60.0
-39.2,4.01,185.48,48.76,12,37.52,0.0,163.08
-15.99,0.3,369.93,88.67,10,72.94,4.1,111.58
-37.35,5.45,0.0,38.61,2,0.31,17.98,126.95
-31.47,7.25,0.0,29.24,0,0.31,9.7,112.99
-32.65,22.07,0.0,46.09,5,7.11,70.95,117.87
-7.12,7.69,54.64,37.64,17,13.52,24.28,70.43
-6.31,0.72,0.0,94.02,23,0.0,9.45,60.0
-37.68,28.93,282.22,89.44,9,61.29,70.71,129.95
-44.12,12.8,0.0,59.97,4,1.95,33.38,148.74
-16.2,12.38,0.0,24.91,22,0.91,41.75,70.38
-28.28,10.59,136.78,77.16,9,32.4,20.24,120.95
-41.45,34.14,185.94,69.87,11,42.41,93.31,169.25
-17.65,5.95,0.0,97.64,1,0.0,19.1,61.91
-23.2,31.44,214.32,64.72,12,45.01,76.66,112.91
-5.78,27.19,68.57,46.91,7,12.73,68.2,68.86
-35.9,2.68,0.0,61.52,1,0.0,15.8,119.14
-28.84,34.54,0.0,98.34,19,0.0,97.07,116.87
-23.3,9.5,0.0,75.71,0,7.35,33.66,87.56
-13.33,3.45,0.0,73.76,4,0.5,10.75,80.75
-23.05,29.03,123.94,39.25,8,26.65,96.02,114.46
-20.48,24.73,98.86,79.49,16,19.77,71.88,115.79
-35.95,21.6,202.4,80.02,8,46.24,68.1,143.95
-11.12,5.46,376.38,45.38,10,87.62,13.81,88.79
-27.85,16.75,207.95,58.7,14,48.64,48.16,150.04
-39.36,27.32,0.0,43.57,23,3.69,80.35,106.54
-18.43,10.63,0.0,40.7,5,0.0,34.61,97.21
-36.36,10.91,0.0,22.07,22,0.0,30.31,128.48
-41.1,0.11,0.0,42.82,2,0.0,0.32,129.02
-10.52,6.1,206.24,64.32,16,45.8,20.09,90.51
-26.59,30.64,0.0,20.13,4,5.09,88.8,98.53
-15.03,15.46,191.15,42.66,11,43.81,37.14,111.48
-33.38,34.45,45.14,90.51,17,16.44,97.81,136.12
-13.52,13.85,446.93,67.49,13,97.17,40.7,95.92
-40.52,25.03,0.0,68.63,20,0.0,64.23,145.7
-30.76,9.87,0.0,52.27,23,2.05,33.07,118.76
-5.88,12.73,349.57,74.12,10,77.38,38.12,64.25
-13.24,6.68,221.37,35.19,8,49.99,32.69,106.64
-25.11,12.15,0.0,85.5,1,0.69,33.86,82.95
-31.41,19.15,251.72,29.34,11,53.44,60.44,131.01
-10.11,34.71,0.0,72.48,2,0.78,100.42,60.0
-23.21,23.25,0.0,47.29,2,3.89,76.63,87.68
-14.66,6.97,0.0,79.8,0,4.3,13.7,60.0
-14.84,1.57,95.31,63.98,7,19.01,1.42,77.38
-44.28,4.42,0.0,56.19,21,0.92,6.76,136.91
-39.95,19.69,68.23,33.55,7,20.92,54.66,143.0
-18.61,26.78,333.82,70.95,10,71.57,68.24,109.55
-38.54,32.91,134.02,97.98,8,26.89,82.99,153.38
-34.78,0.55,0.0,86.05,4,3.18,0.0,127.53
-7.13,18.3,240.01,24.8,13,55.28,38.06,95.88
-22.59,16.48,0.0,50.1,2,0.0,50.08,84.22
-14.97,22.96,0.0,94.05,20,0.0,61.56,67.55
-22.68,19.59,0.0,60.24,4,0.85,47.45,76.26
-22.9,24.05,0.0,72.97,4,0.0,63.39,99.79
-41.23,23.03,0.0,93.01,18,0.0,61.32,156.11
-31.25,4.1,430.79,89.9,13,92.02,5.69,135.82
-33.7,27.99,0.0,60.15,3,2.41,88.01,101.03
-29.37,4.31,239.37,55.01,12,52.06,20.57,127.62
-13.07,24.45,310.98,47.18,9,74.68,77.99,93.15
-30.12,14.57,73.06,77.52,17,7.72,41.87,130.68
-26.93,17.98,127.7,42.96,7,33.45,52.03,121.59
-29.1,31.62,81.06,39.99,7,16.46,84.62,114.42
-41.26,31.15,0.0,48.5,6,0.0,82.14,138.16
-27.36,28.62,75.27,34.18,7,10.35,80.27,123.19
-37.18,17.86,288.55,75.61,13,65.34,53.92,136.8
-37.53,25.77,0.0,69.3,18,0.0,79.33,143.76
-41.24,17.95,0.0,58.63,5,3.27,46.98,133.05
-30.73,30.44,0.0,51.23,0,0.0,77.72,109.92
-14.7,14.1,0.0,92.73,22,0.0,43.88,77.71
-33.94,33.96,205.95,22.33,14,40.54,84.18,140.48
-32.51,32.63,0.0,81.53,0,0.0,91.13,104.08
-19.29,25.96,143.82,92.15,16,35.41,73.22,90.75
-37.17,9.78,0.0,55.71,0,6.02,25.11,124.39
-9.12,4.61,390.82,64.06,14,83.53,3.64,93.37
-24.19,29.91,0.0,95.56,22,0.0,81.55,105.68
-27.1,5.79,0.0,36.98,1,1.96,26.07,92.42
-22.69,29.9,263.28,61.61,13,56.6,87.27,129.23
-38.36,17.18,0.0,57.98,20,1.8,55.07,125.17
-20.46,14.23,118.97,40.67,7,26.16,32.54,77.37
-30.48,31.61,59.78,85.49,7,12.14,90.04,120.3
-9.11,21.13,0.0,91.97,18,0.0,59.69,74.17
-38.25,20.18,0.0,82.55,6,0.6,57.15,125.08
-24.72,19.56,0.0,35.63,18,3.83,58.1,120.23
-21.08,12.99,0.0,26.94,5,0.0,37.26,101.04
-43.66,27.5,0.0,68.44,5,0.0,69.86,141.9
-30.45,8.85,0.0,24.57,2,0.0,28.46,102.14
-15.69,32.86,0.0,73.83,6,6.04,97.05,84.36
-12.18,31.29,0.0,62.43,18,4.85,95.53,80.23
-32.47,11.81,100.89,73.02,7,19.87,41.25,129.93
-13.06,25.53,177.85,67.21,9,40.95,74.34,79.42
-6.29,20.06,0.0,53.82,19,2.45,49.31,60.0
-10.73,11.82,210.29,36.07,14,52.23,23.92,88.66
-40.29,34.6,181.36,44.46,14,33.7,95.52,164.36
-15.41,0.88,0.0,61.96,0,0.0,7.98,68.1
-32.21,8.84,0.0,72.15,19,0.0,29.88,135.75
-5.46,18.2,0.0,82.36,6,0.0,52.6,67.78
-25.59,18.27,0.0,81.37,3,4.27,50.94,88.3
-40.1,20.61,0.0,97.82,5,0.0,69.13,138.29
-15.99,26.31,0.0,42.87,0,0.0,77.11,68.53
-32.08,21.82,0.0,25.69,4,0.91,60.57,115.63
-5.12,21.01,0.0,47.65,22,1.01,54.96,60.0
-5.81,1.87,0.0,79.46,0,0.0,0.0,60.0
-18.75,13.18,0.0,55.05,3,0.0,30.26,81.28
-39.81,8.12,0.0,85.42,21,0.6,16.69,145.38
-17.53,9.29,0.0,63.95,1,2.98,27.7,78.1
-41.28,19.4,330.35,94.38,9,70.08,54.21,154.9
-43.83,6.98,0.0,95.83,4,0.0,17.59,135.28
-12.08,10.29,237.93,25.54,9,59.99,33.23,84.53
-36.61,8.3,0.0,56.51,0,0.0,34.1,120.51
-29.84,33.2,0.0,68.78,21,1.0,88.02,111.45
-6.06,33.06,0.0,40.47,5,2.59,88.52,60.42
-31.53,21.35,287.93,52.57,12,56.2,46.48,144.6
-33.14,32.36,387.83,74.21,14,85.25,90.45,146.35
-8.27,27.5,0.0,38.14,3,0.0,76.23,72.71
-40.57,20.65,162.33,68.16,12,35.19,63.18,156.42
-14.62,0.23,0.0,75.8,23,5.49,0.12,74.03
-5.48,27.04,0.0,27.24,19,0.0,72.18,64.23
-8.95,24.59,0.0,59.8,23,0.0,70.01,60.0
-18.93,21.53,292.78,41.05,14,71.96,63.63,111.48
-32.44,26.61,56.21,77.95,7,7.78,64.8,117.88
-34.83,17.95,0.0,35.16,4,0.0,56.3,117.36
-12.23,24.64,212.21,91.38,14,53.16,76.83,98.08
-9.81,32.73,0.0,54.48,3,0.0,94.93,63.08
-23.98,13.15,430.55,35.84,11,101.3,31.21,118.1
-35.23,24.78,316.71,55.04,12,70.77,67.43,145.65
-40.48,16.65,0.0,52.7,1,5.14,53.72,130.66
-41.51,23.6,0.0,54.31,18,0.74,60.21,143.51
-16.24,26.7,0.0,66.84,18,4.32,78.53,79.68
-28.2,1.59,0.0,61.69,3,0.0,4.15,101.71
-8.79,22.63,0.0,31.98,3,0.0,64.33,66.32
-15.41,7.94,242.96,25.25,10,44.99,17.22,106.14
-37.35,23.45,0.0,78.35,4,3.89,67.64,124.85
-20.45,16.39,0.0,64.78,19,1.68,47.45,109.0
-27.58,27.07,416.1,48.72,10,87.51,66.74,136.06
-21.91,4.32,352.44,84.67,9,70.54,12.07,108.55
-15.48,21.92,79.61,51.04,7,18.64,65.06,90.04
-12.75,9.75,0.0,83.68,5,6.7,24.99,75.37
-11.25,29.85,0.0,44.46,5,0.0,68.89,69.06
-34.84,32.49,115.57,25.83,7,22.79,90.28,139.72
-43.76,34.87,0.0,94.61,22,0.0,106.43,136.33
-15.43,27.86,418.49,51.56,14,97.07,75.94,101.33
-40.75,26.38,260.46,83.42,13,54.18,82.44,140.92
-32.4,7.54,428.71,42.33,10,92.83,16.24,131.62
-44.85,11.76,428.4,71.71,11,98.41,25.96,157.74
-17.73,16.3,433.0,89.86,12,97.81,45.61,110.07
-38.31,27.07,67.62,23.33,7,13.54,70.86,128.25
-18.79,32.02,39.62,86.45,17,5.92,91.64,109.21
-5.33,6.62,0.0,65.71,0,5.86,16.3,60.0
-42.09,32.28,221.38,68.6,14,44.24,99.23,163.74
-41.92,24.35,42.21,61.85,7,8.45,65.53,138.35
-31.38,21.38,283.08,89.96,10,56.25,60.4,138.06
-10.34,6.99,281.14,23.47,11,66.61,23.15,107.48
-36.38,1.94,359.42,40.88,11,77.17,11.17,162.28
-30.58,19.9,0.0,90.06,3,0.0,64.6,94.44
-42.26,22.8,135.95,80.19,15,32.56,62.43,151.02
-14.47,7.38,0.0,21.41,3,0.0,18.27,60.0
-28.67,19.48,0.0,61.36,4,2.54,43.06,95.25
-14.63,29.98,0.0,62.37,23,0.0,96.19,72.61
-8.86,29.23,0.0,52.07,4,0.0,84.01,60.0
-35.69,32.46,112.48,43.79,7,20.78,95.4,125.81
-12.7,12.81,130.62,74.54,9,26.0,39.2,99.25
-42.64,11.13,150.01,36.62,16,31.23,31.46,164.78
-9.05,26.23,184.99,83.92,8,35.9,75.55,64.93
-18.97,15.09,0.0,84.24,21,1.18,38.89,94.59
-10.03,3.06,0.0,53.22,18,0.0,6.76,84.77
-44.99,9.9,457.16,42.68,13,91.11,22.02,175.2
-38.24,14.65,129.18,42.71,7,36.1,50.36,133.56
-29.41,10.24,80.68,58.58,8,18.54,32.04,121.86
-29.82,11.63,0.0,77.57,21,8.04,44.42,94.82
-35.93,10.28,223.96,48.71,10,45.1,42.56,152.71
-29.74,1.45,0.0,68.8,22,1.92,0.0,98.71
-39.85,22.3,0.0,50.6,0,3.58,68.35,117.32
-28.49,20.91,213.68,44.36,13,46.25,50.4,127.6
-12.91,22.87,0.0,21.99,4,0.0,65.1,84.08
-25.84,6.73,0.0,20.31,20,0.0,20.73,100.84
-44.28,10.35,160.78,38.18,13,37.88,21.26,176.95
-28.14,21.69,0.0,52.51,3,2.35,56.31,100.13
-43.91,20.99,0.0,88.1,21,0.0,60.93,134.97
-6.35,17.72,0.0,83.88,22,3.59,50.67,60.0
-39.9,12.26,0.0,41.37,0,3.4,28.22,119.36
-16.69,31.95,0.0,39.56,21,0.0,85.27,81.12
-6.09,11.89,0.0,38.19,22,0.0,24.34,60.0
-11.96,15.95,0.0,47.14,18,0.76,37.44,81.2
-17.03,23.73,87.97,59.86,7,16.37,64.22,87.4
-11.42,19.01,328.01,55.09,14,72.74,59.15,89.46
-5.73,12.14,0.0,37.46,20,5.38,40.68,60.0
-20.15,15.25,309.66,30.44,14,69.88,53.7,105.5
-22.63,27.81,160.61,21.01,8,40.52,80.41,116.35
-19.87,9.73,0.0,32.32,20,0.0,28.37,88.82
-23.69,4.98,117.45,76.43,8,30.19,16.91,107.25
-19.6,10.96,178.26,39.49,9,45.92,33.6,100.79
-27.01,29.73,0.0,57.49,19,0.26,73.54,110.89
-36.26,3.11,0.0,67.3,20,9.29,20.04,132.08
-40.19,34.71,125.62,90.95,8,24.21,85.6,143.18
-42.27,18.94,0.0,91.11,2,0.0,59.92,131.05
-34.47,34.47,0.0,79.66,19,2.6,96.85,141.18
-43.16,32.86,165.74,22.81,10,36.68,85.47,155.12
-22.31,15.85,0.0,66.01,5,0.0,47.57,90.57
-33.65,6.95,0.0,82.93,1,2.48,18.75,115.16
-12.02,5.77,0.0,21.38,6,1.42,12.06,87.76
-42.03,8.4,99.88,63.97,17,19.63,15.23,145.53
-35.95,24.85,0.0,88.62,1,0.76,60.79,101.48
-15.79,9.55,134.32,57.93,16,32.59,23.07,101.46
-21.05,11.95,371.08,20.33,10,79.2,31.14,112.21
-42.42,15.71,171.08,20.88,11,39.71,36.72,168.51
-9.91,31.96,0.0,53.33,18,0.0,89.72,84.84
-9.91,6.63,0.0,32.4,21,0.0,12.16,66.53
-31.78,0.18,0.0,73.16,23,4.45,2.67,116.72
-31.38,2.1,0.0,76.7,6,2.45,13.27,112.93
-5.44,31.67,0.0,34.23,19,0.0,90.41,67.66
-19.95,22.66,0.0,91.08,5,0.0,62.88,79.16
-23.75,9.56,0.0,55.35,20,1.96,23.56,101.25
-11.47,6.2,0.0,31.43,23,0.56,26.04,60.0
-33.59,10.3,0.0,81.14,0,2.47,27.68,101.58
-27.83,4.02,165.04,83.2,16,36.77,26.2,141.63
-34.29,32.95,389.62,71.14,10,85.19,85.16,127.57
-13.43,27.45,0.0,88.28,21,0.0,78.6,72.81
-22.07,16.18,71.41,78.99,17,20.07,53.78,118.17
-18.65,30.27,0.0,90.58,20,2.78,80.62,108.14
-34.91,8.73,200.54,54.71,16,45.74,23.03,144.95
-36.19,25.1,0.0,79.81,6,0.36,74.04,130.83
-25.47,29.96,239.3,99.98,16,50.45,86.22,123.08
-15.5,12.49,0.0,77.99,19,0.0,38.33,96.56
-23.99,26.51,158.21,29.13,8,39.06,81.19,114.89
-43.69,10.33,207.46,61.47,16,49.52,26.84,158.25
-10.26,10.46,0.0,66.99,19,0.0,37.91,85.5
-42.41,3.75,0.0,33.94,21,0.4,0.18,134.6
-6.77,15.4,0.0,97.03,21,1.99,49.58,60.0
-43.99,25.54,77.49,34.05,7,18.78,78.4,138.02
-17.22,32.91,94.45,34.2,16,22.48,87.5,103.0
-41.71,21.13,0.0,93.21,6,0.0,50.46,141.93
-8.57,30.21,0.0,57.22,0,0.0,83.19,63.11
-26.42,28.79,455.9,25.06,12,104.98,83.03,134.64
-39.5,6.07,0.0,67.85,22,6.04,14.99,128.81
-31.37,17.0,0.0,68.15,18,0.0,50.61,135.76
-38.41,4.09,0.0,25.16,23,0.0,23.08,123.02
-38.18,23.88,0.0,97.8,18,3.26,58.68,132.33
-7.08,33.25,129.49,63.52,16,19.67,81.38,70.24
-27.19,4.8,290.59,64.78,12,59.64,13.02,141.43
-13.45,25.69,230.49,61.61,15,50.34,67.85,81.22
-19.42,22.13,114.87,68.86,7,22.88,59.08,95.12
-17.94,20.43,0.0,41.14,18,0.84,64.81,121.98
-39.73,13.65,94.54,42.98,17,26.68,37.5,154.08
-35.63,12.43,0.0,60.91,0,0.0,34.63,113.33
-13.53,1.58,318.39,84.53,13,70.25,1.8,88.29
-6.17,7.63,0.0,23.99,18,0.0,21.13,85.17
-34.49,0.53,424.91,68.27,14,94.03,3.1,156.98
-34.14,20.35,57.07,84.54,17,12.58,73.69,143.59
-26.08,3.7,0.0,32.55,1,10.55,12.04,93.37
-5.65,30.56,0.0,21.2,21,5.96,92.54,62.01
-34.24,18.31,140.77,45.02,16,24.65,52.39,140.87
-28.72,24.49,113.15,67.05,17,21.29,56.41,118.4
-9.34,14.38,0.0,31.06,5,0.0,36.86,73.2
-44.88,19.62,0.0,54.09,18,0.0,56.61,156.99
-43.41,32.99,0.0,64.19,3,0.0,96.71,138.09
-20.84,2.9,0.0,67.91,0,0.0,9.38,81.49
-8.7,8.89,79.61,41.95,7,14.56,30.41,76.83
-35.45,27.3,0.0,52.0,22,0.0,67.68,119.15
-26.21,3.46,0.0,82.27,6,8.08,9.98,106.26
-26.98,2.65,0.0,95.3,2,0.0,15.39,96.21
-26.08,12.65,235.14,88.95,9,49.96,29.59,144.06
-20.1,3.23,136.91,65.14,9,33.09,15.77,113.64
-26.21,20.48,0.0,52.82,18,0.0,63.76,137.01
-27.1,7.92,359.87,46.64,13,74.51,14.75,131.56
-26.03,31.35,0.0,30.0,1,0.0,89.81,90.79
-21.37,27.42,0.0,28.52,0,8.03,77.73,75.03
-23.52,24.49,0.0,75.07,22,0.0,67.51,105.84
-10.83,21.59,0.0,40.78,22,0.0,51.29,60.0
-43.02,30.22,55.93,40.37,17,13.99,83.04,172.12
-11.67,7.81,0.0,99.86,6,0.0,20.93,66.89
-11.24,30.56,123.6,35.03,7,38.15,75.38,85.82
-33.6,27.63,0.0,31.84,0,0.0,69.53,97.81
-26.49,26.19,0.0,27.89,22,6.93,67.77,96.01
-27.46,19.64,0.0,66.38,2,4.65,48.7,97.2
-36.26,8.62,0.0,70.23,23,0.0,26.09,113.4
-29.13,14.82,0.0,49.22,22,0.0,46.97,104.0
-43.22,27.77,90.32,62.83,7,15.75,75.89,147.77
-33.89,1.11,0.0,83.07,21,0.0,7.71,126.01
-12.33,27.37,428.98,85.45,14,92.82,82.35,81.82
-33.62,8.4,0.0,96.63,4,0.63,23.01,110.73
-12.27,5.05,0.0,85.94,2,0.0,16.59,73.64
-23.74,4.05,0.0,65.19,18,1.25,10.0,115.39
-9.81,0.95,0.0,34.37,0,0.0,0.0,68.37
-22.01,18.33,277.64,27.98,14,62.67,46.84,125.88
-43.81,7.64,124.46,24.36,7,29.57,23.35,141.71
-17.98,34.63,0.0,73.32,1,0.0,96.24,80.84
-43.21,20.11,0.0,84.6,2,1.95,60.73,132.48
-26.98,4.83,0.0,60.69,23,0.0,2.2,115.91
-7.82,24.11,329.92,24.38,13,75.56,57.63,95.62
-38.39,31.42,0.0,62.84,23,1.26,78.81,127.06
-29.41,26.08,233.71,94.86,13,52.14,74.02,142.06
-15.81,2.68,273.05,67.81,10,59.66,0.0,105.26
-9.71,31.36,186.33,84.75,15,46.18,89.73,94.48
-18.16,27.79,0.0,84.01,3,1.62,82.33,76.23
-34.67,5.54,0.0,94.57,19,0.0,24.61,134.56
-18.02,1.81,0.0,81.62,4,0.0,13.5,88.5
-33.13,19.51,0.0,79.82,21,0.0,50.46,126.37
-16.26,5.46,0.0,38.73,20,0.0,5.27,92.63
-6.84,29.21,277.5,24.79,13,61.76,78.0,99.11
-16.14,12.54,0.0,61.41,22,0.0,40.97,85.76
-10.48,31.95,286.73,29.95,15,62.81,87.12,97.67
-44.92,19.8,71.23,96.98,17,14.41,55.29,152.67
-16.3,6.39,0.0,43.19,6,4.34,14.55,76.06
-11.82,4.89,124.46,88.24,9,23.4,23.18,87.02
-43.38,20.18,0.0,51.01,6,0.0,50.42,145.15
-10.14,26.67,0.0,45.86,0,0.0,75.08,70.11
-34.73,27.35,0.0,94.81,22,7.45,83.23,95.44
-18.39,9.65,0.0,49.07,20,5.03,38.07,81.53
-12.99,7.15,0.0,51.22,18,0.0,15.85,85.68
-18.49,0.59,170.09,28.49,15,34.23,7.42,102.29
-41.31,23.77,0.0,73.64,18,3.48,62.76,143.16
-21.15,2.68,0.0,43.11,3,1.83,15.77,80.95
-23.02,14.73,95.46,66.85,17,22.7,51.62,106.08
-8.99,21.06,0.0,67.31,1,0.76,53.63,60.0
-28.83,32.8,0.0,77.54,0,3.8,95.76,110.95
-32.16,10.91,302.73,79.62,14,69.72,37.23,147.05
-15.01,8.74,0.0,61.16,4,0.0,22.71,80.41
-28.49,22.9,0.0,46.48,19,0.0,67.41,116.41
-19.16,21.67,368.81,87.0,10,74.38,64.28,116.97
-19.14,11.62,112.02,44.79,9,24.23,44.59,111.89
-9.48,32.48,0.0,60.6,1,0.0,79.12,61.64
-21.05,29.57,0.0,52.1,2,1.0,82.46,77.69
-24.91,7.84,0.0,88.41,22,0.0,14.45,92.54
-39.45,8.37,0.0,54.55,22,7.78,23.52,136.53
-40.37,17.93,438.06,50.89,11,97.75,45.51,154.27
-38.83,27.08,0.0,75.19,19,0.0,74.29,129.12
-38.13,1.54,0.0,68.2,4,0.0,0.0,120.87
-19.48,24.27,0.0,28.58,4,0.0,68.89,96.6
-15.36,22.69,0.0,60.65,5,2.73,69.98,74.51
-23.8,8.1,84.75,78.84,8,17.39,20.44,113.64
-11.84,23.85,0.0,99.37,1,10.14,75.36,60.0
-5.35,32.91,0.0,70.33,20,0.0,98.41,67.22
-12.2,1.64,430.57,49.62,11,95.4,16.8,100.72
-17.2,11.19,0.0,38.09,2,0.0,33.8,62.52
-23.7,15.34,0.0,89.83,19,3.79,42.58,108.28
-27.05,31.47,0.0,85.17,21,0.0,78.6,91.05
-41.62,33.68,244.76,38.71,11,55.94,89.61,156.72
-29.03,15.54,0.0,36.05,23,3.25,42.26,102.19
-8.59,26.25,191.9,77.21,16,42.6,72.96,100.4
